index,sample_id,possible_answers,query_type,query,answer,image_name
20482344,20482344,"Yes, the tank top is light blue and nike.",05-light blue_nike,Is the tank top light blue and Nike?,yes,n195249.jpg
20644736,20644736,The cat is looking at the man.,"14-man_looking at,s",What animal is looking at the man?,cat,n250821.jpg
201763917,201763917,The glass contains doors.,"14-glass_contain,o",What does the glass contain?,doors,n246334.jpg
20644734,20644734,The cat is looking at the man.,"14-man_looking at,s",What animal is looking at him?,cat,n250821.jpg
201763915,201763915,The glass contains doors.,"14-doors_contain,s",What contains the doors?,glass,n246334.jpg
20644732,20644732,The cat is sitting at the bedroom.,"14-cat_sitting at,o",The animal that is not unhealthy is sitting where?,bedroom,n250821.jpg
20644733,20644733,The cat is sitting at the bedroom.,"14-cat_sitting at,o",Where is the cat sitting?,bedroom,n250821.jpg
201763910,201763910,"Yes, the glass is clear and large.",05-clear_large,Is the glass clear and large?,yes,n246334.jpg
202120272,202120272,The door is yellow.,10q-door_color,What color is the door near the sign?,yellow,n500308.jpg
20285075,20285075,"No, the curtain is soft but yellow.",05-gray_soft,Is the curtain to the right of the other curtain soft and gray?,no,n192021.jpg
201462240,201462240,"No, there is a helmet but it is black.",04-helmet_blue,Do you see a helmet that is blue?,no,n508641.jpg
201763918,201763918,"Yes, the glass contains doors.",13-glass_doors,Does the large glass contain doors?,yes,n246334.jpg
20381186,20381186,"No, the computer monitor is made of plastic and the picture frame is made of wood.",09same-computer monitor_picture frame,Are the computer monitor and the picture frame made of the same material?,no,n398257.jpg
201885326,201885326,The palm tree is on the right of the image.,10q-palm tree_hposition,On which side of the image is the green tree?,right,n222297.jpg
202228698,202228698,"Yes, the towels are to the left of the cat.",13-towels_cat,Are the white towels to the left of the cat?,yes,n77818.jpg
201826611,201826611,The man is looking up.,looking up,Who is looking up?,man,n59627.jpg
201826610,201826610,The man is looking up.,10q-man_activity,What is the man that is to the left of the blanket doing?,looking up,n59627.jpg
202082061,202082061,The laptop computer is on the left of the image.,10q-laptop_hposition,Which side of the picture is the laptop computer on?,left,n433692.jpg
20177852,20177852,"Yes, the onion is healthy.",06-onion_healthy,Does the small onion look healthy?,yes,n55058.jpg
202246148,202246148,The mousepad is clean.,10q-mouse pad_cleanliness,How clean is the mouse pad in the bottom of the image?,clean,n310828.jpg
2066199,2066199,The baseball mitt is not long sleeved.,12c-clothing_n#long sleeved,"What type of clothing is not long sleeved, the jacket or the baseball mitt?",baseball mitt,n356822.jpg
201404049,201404049,The animals are cows.,"15-grass_eating,s",What are the animals that are eating the grass?,cows,n331357.jpg
201404047,201404047,The cows are eating the grass.,"14-grass_eating,s",What animal is eating the grass?,cows,n331357.jpg
201404045,201404045,The animals are cows.,"15-mountain_standing by,s",What animals are standing by the mountain?,cows,n331357.jpg
2066197,2066197,The clothing is a jacket.,12q-clothing_long sleeved,Which kind of clothing is long sleeved?,jacket,n356822.jpg
201404043,201404043,The cows are eating.,10q-cows_activity,What are the cows doing?,eating,n331357.jpg
2066195,2066195,The clothing item is a jacket.,12q-clothing_long sleeved,What is the long sleeved clothing item?,jacket,n356822.jpg
201156041,201156041,"No, the bat is hard but wooden.",05-hard_metal,Does the bat look hard and metallic?,no,n146522.jpg
201861606,201861606,"No, the glove is small but clean.",05-dirty_small,Does the glove made of leather look small and dirty?,no,n390187.jpg
201638993,201638993,"Yes, the phones are blue and tall.",05-blue_tall,Are the devices on the sidewalk blue and tall?,yes,n271392.jpg
201795639,201795639,The shirt is green.,10q-shirt_color,What color is the bright shirt?,green,n119944.jpg
20600071,20600071,The tree is in front of the brush.,"14-tree_in front of,o",What is the tree before?,brush,n196058.jpg
20600070,20600070,The tree is in front of the brush.,"14-tree_in front of,o",What is the tree in front of?,brush,n196058.jpg
20744305,20744305,"No, the stadium is empty but clean.",05-dirty_empty,Is the huge stadium dirty and empty?,no,n562105.jpg
20600072,20600072,"Yes, the tree is in front of the brush.",13-tree_brush,Is the tree in front of the brush?,yes,n196058.jpg
20600077,20600077,The stone is behind the zebras.,"15-stone_behind,o",Which kind of animal is the stone behind of?,zebras,n196058.jpg
201976511,201976511,"No, the license plate is rectangular but white.",05-black_rectangular,Is that license plate rectangular and black?,no,n279173.jpg
202162077,202162077,"Yes, the bed is low and colorful.",05-colorful_low,Is this bed low and colorful?,yes,n69237.jpg
201623919,201623919,The stove is to the right of the oven.,13-oven_stove,Is the black stove to the left or to the right of the oven below the microwave?,right,n501609.jpg
202228071,202228071,The DVD player is inside the entertainment center.,"14-entertainment center_inside,s",What is inside the entertainment center?,dvd player,n77818.jpg
201319565,201319565,"Yes, the soup is light brown.",06-soup_light brown,Does the food that is to the right of the coffee cup have light brown color?,yes,n508733.jpg
202228074,202228074,The device is a DVD player.,"15-entertainment center_inside,s",What device is inside the entertainment center?,dvd player,n77818.jpg
202228076,202228076,The DVD player is inside the entertainment center.,"14-dvd player_inside,o",The DVD player is inside what?,entertainment center,n77818.jpg
202228077,202228077,The DVD player is inside the entertainment center.,"14-dvd player_inside,o",What is the DVD player inside of?,entertainment center,n77818.jpg
202228078,202228078,The piece of furniture is an entertainment center.,"15-dvd player_inside,o",What is the item of furniture that the DVD player is inside of called?,entertainment center,n77818.jpg
20308950,20308950,"No, there is a rug on the floor.",13-floor_suitcase,Are there suitcases on the floor?,no,n278312.jpg
20308952,20308952,"Yes, there is a window.",09existOr-car_window,Are there windows or cars?,yes,n278312.jpg
201765767,201765767,The shorts are long.,10q-shorts_length,What length are the shorts that the surfer is wearing?,long,n488874.jpg
202218894,202218894,The jar is in front of the paper towels.,"14-jar_in front of,o",In front of what's the jar?,paper towels,n578564.jpg
202218897,202218897,"Yes, the jar is in front of the paper towels.",13-jar_paper towels,Is the glass container in front of the paper towels made of paper?,yes,n578564.jpg
201030796,201030796,The clothing items are pants.,12q-clothing_long,What items of clothing are long?,pants,n54424.jpg
201030793,201030793,The clothing is pants.,12q-clothing_black,What kind of clothing is black?,pants,n54424.jpg
202218892,202218892,The jar is in front of the paper towels.,"14-paper towels_in front of,s",What is in front of the paper towels?,jar,n578564.jpg
20903134,20903134,The van is silver.,10q-van_color,The van is of which color?,silver,n411121.jpg
201030798,201030798,"No, the pants are striped but black.",05-purple_striped,Do the pants have purple color and striped pattern?,no,n54424.jpg
201908968,201908968,The jar is in the top of the image.,10c-jar_vposition,"Where in this image is the glass container, in the bottom or in the top?",top,n479092.jpg
201347388,201347388,"Yes, the skateboarder is wearing a cap.",13-skateboarder_cap,Is the skateboarder that is looking up wearing a cap?,yes,n65202.jpg
20226985,20226985,"Yes, there is a curtain near the light fixture.",13-light fixture_curtain,Are there curtains near the light fixture?,yes,n68769.jpg
20899214,20899214,"Yes, both the wallet and the notebook are closed.",09verifyAttrAnd-notebook_wallet,Are both the leather wallet and the black notebook closed?,yes,n403734.jpg
20899217,20899217,"No, the wallet is closed.",06-wallet_open,Is the wallet open?,no,n403734.jpg
202106178,202106178,The man is wearing shorts.,"14-shorts_wearing,s",Who is wearing shorts?,man,n574498.jpg
20414423,20414423,The skateboarder is on the left of the image.,10q-skateboarder_hposition,On which side of the image is the male person?,left,n16936.jpg
201347387,201347387,The skateboarder is wearing a cap.,"14-cap_wearing,s",Who is wearing the cap?,skateboarder,n65202.jpg
201347386,201347386,The skateboarder is wearing a cap.,"14-cap_wearing,s",Who is wearing a cap?,skateboarder,n65202.jpg
20866443,20866443,The sour cream is inside the refrigerator.,"14-sour cream_inside,o",What's the sour cream inside of?,refrigerator,n579256.jpg
20866441,20866441,The food is sour cream.,"15-refrigerator_inside,s",What kind of food is inside the refrigerator?,sour cream,n579256.jpg
202169153,202169153,The man is talking.,10q-man_activity,What is the person that is to the left of the woman doing?,talking,n451187.jpg
201482070,201482070,The jacket is covering the man.,"14-jacket_covering,o",Who is the jacket covering?,man,n470920.jpg
20786132,20786132,"No, the woman is wearing a shoe.",13-woman_skirt,Is the woman wearing a skirt?,no,n12404.jpg
201997097,201997097,The device is a phone.,"15-chair_to the left of,s",What is the device to the left of the chair the pilot is sitting in called?,phone,n250715.jpg
201920515,201920515,"Yes, the person is to the right of the frisbee.",13-person_frisbee,Is the happy person to the right of the frisbee that looks round?,yes,n187544.jpg
20837055,20837055,The umbrella is sitting behind the table.,"15-umbrella_sitting behind,o",Which kind of furniture is the umbrella sitting behind of?,table,n507959.jpg
201030428,201030428,"No, the couch is brown but comfortable.",05-brown_uncomfortable,Does that couch look brown and uncomfortable?,no,n54424.jpg
20837053,20837053,The umbrella is sitting behind the table.,"14-umbrella_sitting behind,o",What is the umbrella sitting behind of?,table,n507959.jpg
201663059,201663059,The cabinets are light brown.,10q-cabinets_color,Which color are the cabinets on the right side?,light brown,n35676.jpg
20837051,20837051,The umbrella is to the left of the person.,13-person_umbrella,Is the green umbrella to the right or to the left of the person who is to the left of the palm tree?,left,n507959.jpg
20692132,20692132,"Yes, both the blinds and the towels are brown.",09verifyAttrAnd-blinds_towels,Are the blinds in front of the window and the towels both brown?,yes,n499081.jpg
20935959,20935959,The animal is an elephant.,11q-animal,What is the animal called?,elephant,n44249.jpg
20692129,20692129,"Yes, the blinds are brown and open.",05-brown_open,Do the blinds made of bamboo appear to be brown and open?,yes,n499081.jpg
201765815,201765815,The surfer is on the right of the image.,10q-surfer_hposition,Which side of the photo is the young surfer on?,right,n488874.jpg
20837058,20837058,"No, the umbrella is sitting behind the table.",13-umbrella_couch,Is the closed umbrella sitting behind a couch?,no,n507959.jpg
201882676,201882676,"Yes, the paintings are above the bed.",13-paintings_bed,Are the paintings above the bed the pillow is on top of?,yes,n125122.jpg
201896076,201896076,The coat is gray.,10c-coat_color,Is the coat gray or red?,gray,n111390.jpg
20797685,20797685,This is a cat.,11q-animal,Which type of animal is this?,cat,n16656.jpg
20797684,20797684,The animal is a cat.,11q-animal,What animal is it?,cat,n16656.jpg
201153410,201153410,The fence is to the left of the glasses.,13-glasses_fence,Is the fence to the left or to the right of the glasses?,left,n160664.jpg
20797689,20797689,The animal is a cat.,12q-animal_black,What is the animal that is black?,cat,n16656.jpg
